ID,Response
50883,0.06618019138023955
50884,0.09804573154369517
50885,0.4397312222917267
50886,0.07247388024014455
50887,0.052142484444788716
50888,0.10366174886836443
50889,0.42619477361300934
50890,0.4281442986988012
50891,0.11422632608147675
50892,0.1725273125894094
50893,0.05814639953181452
50894,0.3778324754413886
50895,0.11672763670937748
50896,0.09174653343628818
50897,0.36963640516500956
50898,0.4803463745427655
50899,0.08402584195163261
50900,0.16126164588093647
50901,0.30046387729822294
50902,0.05277498670323173
50903,0.09589655584335441
50904,0.35017462464086896
50905,0.5250063773544139
50906,0.022414544236451138
50907,0.09547123946477164
50908,0.09855423479075934
50909,0.45039390122872464
50910,0.48490414951093247
50911,0.0886539648534153
50912,0.09393519710554737
50913,0.4131392589093618
50914,0.02662988848914934
50915,0.11522683435264068
50916,0.08182517211118875
50917,0.4894628562671792
50918,0.5448821284828187
50919,0.188151702695339
50920,0.062098429557286734
50921,0.4892818991732758
50922,0.05337803645121404
50923,0.041129566847595805
50924,0.06411141034003016
50925,0.3702447774444528
50926,0.08028345303606998
50927,0.4726750732842361
50928,0.3412417738412036
50929,0.07701686508418733
50930,0.021923713053618628
50931,0.0654844646218191
50932,0.5848195293390732
50933,0.12511348599991373
50934,0.052850000652397866
50935,0.499196263990233
50936,0.047556797721915026
50937,0.5676879695030728
50938,0.0633609608453277
50939,0.41143896468194396
50940,0.4875178884517083
50941,0.3233303956502431
50942,0.5203800452721165
50943,0.28408449847408934
50944,0.057572512549326535
50945,0.3710834110125936
50946,0.14065541942717652
50947,0.39325521220438886
50948,0.450834525486806
50949,0.3142937124687857
50950,0.345373009817295
50951,0.6162679462838714
50952,0.3348194073393865
50953,0.34616841783336466
50954,0.027852322656619743
50955,0.061001525664224995
50956,0.07323498008275031
50957,0.017365178271076653
50958,0.1750326137345622
50959,0.003803070629672009
50960,0.5512256353631364
50961,0.025392935892153152
50962,0.12425550211278555
50963,0.05854522955747188
50964,0.0717479311068063
50965,0.47279933353936626
50966,0.10375782995892362
50967,0.6118562660401881
50968,0.42323713491677656
50969,0.11751112482253166
50970,0.09008174163368877
50971,0.04323310799374427
50972,0.38440011287610404
50973,0.03938044383001509
50974,0.13333101567956673
50975,0.12277606420959439
50976,0.1286478119487636
50977,0.16597011285818966
50978,0.1462539305160002
50979,0.0836515859110189
50980,0.5369543947768625
50981,0.09047635599856843
50982,0.1588614788173031
50983,0.6802277683293547
50984,0.24447140293927666
50985,0.11115504230219164
50986,0.24444880411556655
50987,0.4280941094914705
50988,0.6152070617949238
50989,0.010344542963100594
50990,0.515288329825191
50991,0.5484103461141157
50992,0.09008131245088172
50993,0.12393248477238551
50994,0.06808251727032093
50995,0.5315017393368473
50996,0.06509879860483227
50997,0.08504292397512281
50998,0.05924995745306877
50999,0.0050468259303701165
51000,0.2522099124764697
51001,0.24390300698398237
51002,0.11780802786897648
51003,0.5871022084750546
51004,0.3036884385057533
51005,0.03264235907088848
51006,0.3645118880931827
51007,0.5734260903243631
51008,0.595662334154865
51009,0.042190123714730986
51010,0.4745526417228493
51011,0.09714468403120945
51012,0.22030831965653505
51013,0.2165156331527053
51014,0.180439121013595
51015,0.19443595556407714
51016,0.018237748381487763
51017,0.010802849752008454
51018,0.3959138083704019
51019,0.3954352803147043
51020,0.1406539540006937
51021,0.2217755200378468
51022,0.3554850192994104
51023,0.26763503205485184
51024,0.657200038953227
51025,0.11346867978474257
51026,0.06624662675096295
51027,0.43691442006437836
51028,0.10360878038456192
51029,0.14343910491199088
51030,0.29869471469533776
51031,0.5291062744546019
51032,0.0458634801467691
51033,0.020139512037112266
51034,0.5173545216044012
51035,0.09402340306984457
51036,0.6101671813590905
51037,0.15148798683858283
51038,0.4263229906135204
51039,0.0796290446514773
51040,0.09289900024540378
51041,0.533774511839746
51042,0.05721193548318423
51043,0.04747777092569897
51044,0.27874670114334504
51045,0.47582585640344266
51046,0.3056206053398693
51047,0.33848292947900366
51048,0.025322923679914327
